Track,Album Name,Artist,Release Date,All Time Rank,YouTube Views,TikTok Views,Explicit Track
I Love Mama Mantu,I Love Mama Mantu,Bulan Sutena,11/1/2021,2468.0,102934351.0,1978705486.0,0
Old Town Road,Old Town Road,Lil Nas X,3/14/2019,75.0,3203314695.0,1981431049.0,0
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,338.0,1875005008.0,1981780200.0,1
positions,positions,Ariana Grande,10/23/2020,368.0,778340255.0,1984520688.0,1
Notion,Futureproof,The Rare Occasions,8/5/2016,3325.0,152225528.0,1985146213.0,0
Royalty,Royalty,Egzod,4/22/2021,2432.0,156128236.0,1989420692.0,0
TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALï¿½,5/28/2020,2047.0,304553514.0,1990567953.0,0
WA DA DA,FIRST IMPACT,Kep1er,1/3/2022,4043.0,272201730.0,1992357477.0,0
Queencard,I feel,(G)I-DLE,5/15/2023,616.0,336281559.0,1992738757.0,0
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,298.0,202977396.0,1998080214.0,0
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/2020,3813.0,14575452.0,2001548087.0,0
All Eyes on Me,All Eyes on Me - Single,Dj Belite,12/20/2022,2401.0,21746915.0,2017012601.0,1
Cry Baby (feat. DaBaby),Good News,Megan Thee Stallion,11/20/2020,4480.0,218386390.0,2020694174.0,1
Chupï¿½,Chupï¿½,El Gudi,8/25/2023,1597.0,144392606.0,2031974901.0,0
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,440.0,627987518.0,2036664297.0,0
I AM WOMAN,I AM WOMAN,Emmy Meli,11/19/2021,2993.0,23407759.0,2037905390.0,1
In The Stars,In The Stars,Benson Boone,4/29/2022,597.0,204956968.0,2046007902.0,0
Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,2678.0,422709495.0,2051079047.0,0
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,746.0,300340121.0,2052187356.0,1
Mi Gata,Mi Gata - Single,Standly,11/11/2021,4154.0,66264480.0,2053061623.0,0
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,7/6/2022,92.0,1132539234.0,2054826154.0,0
Bad Liar,Bad Liar,Imagine Dragons,11/6/2018,938.0,908433462.0,2058078137.0,0
Smart,EASY,LE SSERAFIM,2/19/2024,379.0,130698280.0,2059824051.0,0
Mirrors,Songs For The Philippines,Justin Timberlake,1/1/2013,1487.0,1401802614.0,2060063173.0,0
Fancy Like,Country Stuff,Walker Hayes,6/4/2021,835.0,174775864.0,2074178281.0,0
WHATS POPPIN,WHATS POPPIN,Jack Harlow,1/21/2020,854.0,709454117.0,2078817404.0,1
Shake It Off,1989 (Deluxe),Taylor Swift,1/1/2014,593.0,3622416832.0,2080409767.0,0
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,103.0,113379734.0,2111289492.0,1
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,476.0,1307002701.0,2112220730.0,0
Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,10/8/2020,4423.0,135732676.0,2112625816.0,0
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,11/7/2014,1411.0,937887038.0,2116323580.0,0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,5/19/2020,3320.0,68518582.0,2130678972.0,1
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/2021,3493.0,85204123.0,2134165382.0,0
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,1/1/2013,2558.0,224150562.0,2134365963.0,0
The Git Up,The Git Up,Blanco Brown,5/3/2019,1506.0,418672564.0,2139750734.0,0
Little Life,Little Life,Cordelia,10/19/2023,1844.0,1480668.0,2139918587.0,0
The Perfect Girl,The Perfect Girl,Mareux,10/13/2019,2018.0,275482156.0,2141282045.0,0
Hey Mor,Hey Mor,Ozuna,10/6/2022,364.0,383748675.0,2145975300.0,0
Dos Besitos,Dos Besitos,La Joaqui,10/27/2022,2320.0,163408340.0,2147808820.0,0
Very Sad,Very Sad,Enchan,11/23/2022,2309.0,1328757.0,2151095470.0,1
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,397.0,722946861.0,2153526389.0,1
Someone You Loved,Breach,Lewis Capaldi,11/8/2018,133.0,2153701892.0,2161032034.0,0
Vai Novinha Ah Ah Ah,Ritmo dos Crias,Dyamante DJ,5/25/2023,3144.0,24459499.0,2161832887.0,1
The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,6/13/2020,2842.0,88796716.0,2164370742.0,0
Ram Pam Pam,Ram Pam Pam,NATTI NATASHA,4/20/2021,968.0,794011391.0,2167134347.0,1
Nonstop,Scorpion,Drake,6/29/2018,1239.0,409939539.0,2167216619.0,1
What If,What If,Johnny Orlando,5/18/2018,1707.0,91105840.0,2179127445.0,0
Goa Beach,Goa Beach,Tony Kakkar,2/11/2020,1576.0,547206302.0,2180222501.0,0
F Boy,F Boy,Ander Huang,8/22/2020,2451.0,59644.0,2181208314.0,1
#BrooklynBloodPop!,#BrooklynBloodPop!,SyKo,7/27/2020,2230.0,247178404.0,2184568318.0,1
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,8/14/2020,2731.0,39808873.0,2188871458.0,1
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,524.0,201781716.0,2189403368.0,1
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,8/2/2018,2611.0,419937796.0,2189766597.0,0
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2/12/2021,2363.0,95479909.0,2195330963.0,0
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,4/12/2019,553.0,2104797932.0,2199922028.0,0
Low (feat. T-Pain),Low,Flo Rida,11/6/2007,3104.0,519089248.0,2202590339.0,0
10 Things I Hate About You,10 Things I Hate About You,Leah Kate,3/23/2022,2496.0,26154092.0,2205444414.0,1
Parï¿½,Parï¿½,Ingratax,7/9/2021,3142.0,160959114.0,2209200556.0,0
Invincible,Meet The Woo 2,Pop Smoke,2/7/2020,1573.0,192954440.0,2215721495.0,1
Without Me,Without Me,Halsey,10/4/2018,200.0,2018089906.0,2216715741.0,1
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,1/1/2018,1490.0,235190444.0,2226783393.0,0
Strangers,Strangers,Kenya Grace,9/1/2023,34.0,118208096.0,2231749390.0,0
Hot N Cold,NOW 29,Katy Perry,1/1/2008,2998.0,1332106664.0,2238389974.0,0
Therefore I Am,Therefore I Am,Billie Eilish,11/12/2020,695.0,357556016.0,2252801256.0,0
Cupido,Cupido,TINI,2/14/2023,905.0,216226939.0,2253379250.0,0
Bones,Bones,Imagine Dragons,3/11/2022,180.0,584854654.0,2255843288.0,0
Viva La Vida,Meu Pai ï¿½ï¿½ do ,Coldplay,9/21/2005,2619.0,1412127488.0,2264301241.0,0
LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR,8/25/2023,594.0,96276929.0,2266242364.0,1
NIGHT DANCER,NIGHT DANCER - Single,imase,8/19/2022,1045.0,281173184.0,2285171989.0,0
2/Catorce,2/Catorce,Rauw Alejandro,2/14/2021,1107.0,607206864.0,2285726710.0,1
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,372.0,530778926.0,2295813182.0,1
Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,8/12/2021,670.0,479721274.0,2298614237.0,1
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/2019,1218.0,344504691.0,2298790080.0,0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,358.0,61652249.0,2299851479.0,1
golden hour,golden hour,JVKE,7/15/2022,183.0,293553015.0,2305840359.0,0
Shape of You,Shape of You,Ed Sheeran,1/6/2017,54.0,8013997219.0,2320856331.0,0
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,8/4/2023,1568.0,1453321.0,2320937018.0,0
The Feels,The Feels,TWICE,10/1/2021,1346.0,564641494.0,2323894242.0,0
Gatita,Gatita,Bellakath,10/5/2022,1184.0,173995566.0,2353588008.0,0
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,1/7/2021,622.0,480128955.0,2362426981.0,1
Have Mercy,Have Mercy,Chlï¿½,9/10/2021,3445.0,1271445.0,2410282562.0,1
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,555.0,190901062.0,2410691959.0,1
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,3/17/2023,86.0,920878032.0,2416141351.0,1
Tap In,Tap In,Saweetie,6/17/2020,3143.0,134077658.0,2416911466.0,1
Dance The Night,Barbie The Album,Dua Lipa,7/21/2023,1652.0,51745.0,2419873472.0,0
Need To Know,Need To Know,Doja Cat,6/11/2021,344.0,507790705.0,2422643413.0,1
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/2021,1527.0,392442440.0,2428164682.0,0
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,858.0,746615342.0,2432918911.0,0
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,423.0,699931779.0,2436202278.0,1
OMG,NewJeans 'OMG',NewJeans,1/2/2023,632.0,296668872.0,2441354214.0,0
3:15 (Breathe),3:15 (Breathe),Russ,5/21/2021,1406.0,153123397.0,2457741991.0,1
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,1/4/2023,705.0,93787998.0,2460084219.0,0
Polaroid Love,DIMENSION : ANSWER,ENHYPEN,1/10/2022,4102.0,153119745.0,2468865989.0,0
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,3640.0,205245834.0,2473547695.0,0
Tarot,Un Verano Sin Ti,Bad Bunny,5/6/2022,796.0,275203830.0,2486183983.0,1
Diamondz n Roses,Diamondz n Roses,VaporGod,3/23/2023,3205.0,17304165.0,2490290769.0,0
Every Summertime,Every Summertime,NIKI,8/10/2021,2346.0,88319558.0,2493175114.0,0
Little Dark Age,Little Dark Age,MGMT,10/17/2017,2415.0,409991163.0,2500579993.0,0
Mask Off,EPIC AF,Future,1/1/2017,614.0,1296329209.0,2521784913.0,1
ýýýýýýýýýýýý ýýýýýýýýýýýý,The End,Lusia Chebotina,10/29/2021,2421.0,366398853.0,2526424724.0,0
SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,626.0,271517371.0,2562546341.0,1
Soap,Soap,Melanie Martinez,7/10/2015,2349.0,147735161.0,2568929437.0,0
This Side of Paradise,Color,Coyote Theory,12/11/2020,1789.0,166794513.0,2574138698.0,0
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,9/8/2017,1108.0,2384906510.0,2577621675.0,0
Daylight,Daylight,David Kushner,4/14/2023,44.0,274070101.0,2578518632.0,0
Yummy,Yummy,Justin Bieber,1/3/2020,579.0,887226751.0,2580705782.0,0
Murder,Murder,Bgnzinho,2/14/2023,2431.0,1141572.0,2582559682.0,1
Space Song,Depression Cherry,Beach House,8/21/2015,2646.0,127534602.0,2588157478.0,0
Te Felicito,Te Felicito,Shakira,4/21/2022,392.0,719244041.0,2594106000.0,0
La Bachata,La Bachata,Manuel Turizo,5/26/2022,146.0,798827877.0,2596777974.0,0
Problemï¿½,Problemï¿½,Alvaro Diaz,10/22/2021,2548.0,104950820.0,2603158294.0,0
7 rings,7 rings,Ariana Grande,1/18/2019,274.0,1903198886.0,2620954252.0,1
ceilings,five seconds flat,Lizzy McAlpine,4/8/2022,1944.0,33922247.0,2631370364.0,0
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,8/14/2020,4168.0,89752088.0,2633643813.0,0
traitor,SOUR,Olivia Rodrigo,5/21/2021,550.0,500794182.0,2639611818.0,0
Close Eyes,Close Eyes,DVRST,2/1/2021,1448.0,387463291.0,2643309542.0,1
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,184.0,1665434424.0,2649555956.0,0
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,241.0,358206246.0,2653383273.0,0
Bad Habits,#NAME?,Ed Sheeran,1/1/2020,159.0,958790883.0,2658904267.0,0
Mother,Takin' It Back (Deluxe),Meghan Trainor,3/4/2023,2640.0,51124809.0,2678819017.0,1
Look At Me!,Look At Me!,XXXTENTACION,2/20/2017,1864.0,529846128.0,2685984395.0,1
BOMBï¿½,LEGENDADDY,Daddy Yankee,3/25/2022,1272.0,215778342.0,2692316483.0,1
someday i'll get it,someday i'll get it,Alek Olsen,10/26/2023,1688.0,5210629.0,2697574937.0,0
Ashes,Ashes,Stellar,5/3/2020,4027.0,182898963.0,2702536885.0,1
La Mamï¿½ï¿½ de la M,La Mamï¿½ï¿½ de la Mamï¿½ï¿½ (feat. Chael Produciendo) ,El Alfa,4/8/2021,3114.0,50135254.0,2710660328.0,1
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,365.0,1254501233.0,2733847243.0,0
Fulanito,Fulanito,Becky G,6/3/2021,2151.0,404064054.0,2737871422.0,0
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,243.0,872052223.0,2738127473.0,0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,6/16/2017,2626.0,80920611.0,2745676769.0,1
Pumped Up Kicks,Pumped up Kicks,Foster The People,1/1/2010,1113.0,599930123.0,2757623631.0,0
N'y pense plus,N'y pense plus,Tayc,6/19/2020,2833.0,217526800.0,2758905591.0,0
Mad at Disney,Mad at Disney,salem ilese,6/24/2020,3265.0,155802565.0,2759903957.0,0
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,193.0,306628096.0,2775640343.0,1
Bad Habit,Bad Habit,Steve Lacy,6/29/2022,207.0,147472695.0,2783442788.0,1
Toxic,Faded,BoyWithUke,9/10/2021,662.0,366093721.0,2787939961.0,0
Sunday Best,Where the Light Is,Surfaces,8/28/2018,733.0,195696821.0,2800998751.0,0
Skechers,Skechers,DripReport,1/12/2020,3280.0,31685487.0,2812434668.0,1
PROVENZA,PROVENZA,KAROL G,4/22/2022,151.0,1229843060.0,2829294043.0,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/2015,3310.0,1022323850.0,2833651298.0,0
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,769.0,1447964376.0,2833687729.0,0
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/2021,1531.0,149501582.0,2841508008.0,0
My Type,ICY,Saweetie,3/29/2019,3018.0,302144296.0,2849728835.0,1
Austin,Austin - Single,Dasha,11/17/2023,327.0,28916868.0,2850135008.0,1
ýýndigo,ýýndigo - Single,Camilo,10/13/2021,1637.0,222946420.0,2850944965.0,0
Fiel,Los Legendarios 001,Los Legendarios,2/4/2021,1130.0,357508658.0,2853555921.0,0
Oublie-moi,Oublie-moi,Emkal,9/16/2022,405.0,58383075.0,2858109417.0,1
Toxic Pony,Toxic Pony (feat. Britney Spears & Ginuwine),ALTï¿½ï,1/21/2022,2783.0,9695261.0,2866098547.0,0
Body,Good News,Megan Thee Stallion,11/20/2020,2831.0,215966337.0,2873316705.0,1
Hall of Fame (feat. will.i.am),NRJ Hits 17,The Script,1/1/2012,2465.0,1122719476.0,2876399321.0,0
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,10/6/2022,3917.0,45732371.0,2877575926.0,0
Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,547.0,135561359.0,2877613437.0,1
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,295.0,1084871745.0,2877719483.0,1
Carrying Your Love,Carrying Your Love,David Morris,6/1/2022,4399.0,4962879.0,2885085148.0,0
Betty (Get Money),Betty (Get Money),Yung Gravy,6/10/2022,1685.0,68754110.0,2904979024.0,0
Sweater Weather,I'm Sorry...,The Neighbourhood,1/1/2012,809.0,1648485745.0,2911383718.0,0
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,1/10/2020,1054.0,431904675.0,2922804533.0,0
Lovin On Me,Lovin On Me,Jack Harlow,11/10/2023,6.0,131148091.0,2938686633.0,1
Hips Don't Lie (feat. Wyclef Jean),Oral Fixation Vol. 2,Shakira,1/1/2005,2257.0,1663636127.0,2939466349.0,0
cardigan,folklore,Taylor Swift,7/24/2020,1458.0,250157022.0,2941268049.0,0
MERCHO,MERCHO,LiL CaKe,12/16/2022,738.0,184622271.0,2944174250.0,0
Chale,Chale - Single,Eden Muï¿½ï,2/18/2022,794.0,665626745.0,2953043191.0,0
Blicky,Blicky,Fresh X Reckless,1/11/2023,2292.0,5983105.0,2956553569.0,1
Butakera,Butakera,La Joaqui,7/28/2022,3259.0,129725858.0,2966243206.0,0
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,915.0,73136867.0,2985601079.0,1
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,4/8/2022,2340.0,17014183.0,2990547999.0,0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,509.0,238368386.0,2994040421.0,1
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,1/1/2014,1390.0,550108518.0,2999189391.0,0
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,4/7/2023,1077.0,68229038.0,3002241315.0,0
Party,Un Verano Sin Ti,Bad Bunny,5/6/2022,789.0,296661885.0,3014389754.0,0
Devil Eyes,Providence,Hippie Sabotage,2/5/2016,2121.0,706646464.0,3016090659.0,0
She Make It Clap,She Make It Clap,Soulja Boy,3/12/2021,4452.0,22158547.0,3050656195.0,1
NO,NO,Meghan Trainor,3/4/2016,1988.0,787010459.0,3071891173.0,0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,517.0,200055211.0,3076620938.0,0
The Boat Beat,The Boat Beat,Ricky Desktop,5/12/2020,2813.0,8068836.0,3081391270.0,0
Ramenez la coupe ï¿½ï¿½ la ma,Ramenez la coupe ï¿½ï¿½ la ma,Vegedream,7/17/2018,2233.0,550746505.0,3084440795.0,0
Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,1/1/2013,1223.0,533440453.0,3108986398.0,0
Deep End,Deep End,Fousheï¿,7/31/2020,1417.0,126075119.0,3120170735.0,1
Way Back Home,Take,SHAUN,6/27/2018,4475.0,137544172.0,3149064834.0,0
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,Ptrp Studio,6/2/2022,1515.0,58017693.0,3165914733.0,0
Classic,MKTO,MKTO,1/1/2012,3922.0,343526777.0,3172500312.0,0
Orquestra Maldita,Orquestra Maldita,TRASHXRL,6/15/2023,773.0,52878314.0,3177714575.0,1
Bounce When She Walk,Bounce When She Walk,Ohboyprince,2/3/2023,753.0,6534668.0,3179523129.0,1
Party Girl,Party Girl,StaySolidRocky,4/21/2020,816.0,199161217.0,3194124847.0,0
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10/12/2022,190.0,175393116.0,3209982240.0,1
La Bebe,LPM,Yng Lvcas,12/24/2021,1198.0,132383657.0,3229349729.0,1
People,People - Single,Libianca,12/5/2022,141.0,305998382.0,3233505931.0,1
Candy,Candy,Doja Cat,3/23/2018,3323.0,89852977.0,3235980364.0,1
I Love You So,I Love You So,The Walters,11/28/2014,2394.0,417265571.0,3241952947.0,0
Angels Like You,Plastic Hearts,Miley Cyrus,11/27/2020,1697.0,165497158.0,3248071918.0,0
Sisa Rasa,Sisa Rasa,Mahalini,10/22/2021,4484.0,246505345.0,3263936018.0,0
happier,SOUR,Olivia Rodrigo,5/21/2021,1015.0,352845171.0,3266081830.0,1
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,665.0,158131164.0,3272868374.0,0
Tak Ingin Usai,Tak Ingin Usai,Keisya Levronka,5/13/2022,4281.0,154689466.0,3276084075.0,0
fukumean,fukumean,Gunna,6/15/2023,39.0,94699547.0,3281790327.0,1
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,5/17/2018,1246.0,90354845.0,3283690900.0,0
Such a Whore (Stellular Remix),Such a Whore (Stellular Remix),JVLA,6/3/2020,4500.0,102609103.0,3294902834.0,1
MON LOVE OHO,MON LOVE OHO,Liamsi,4/7/2023,666.0,12381597.0,3302969819.0,1
Rumah Singgah,Rumah Singgah,Fabio Asher,5/5/2022,2550.0,228923419.0,3306847230.0,0
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,8/12/2021,2332.0,200632603.0,3307238247.0,1
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,339.0,385820349.0,3320885451.0,0
Alors on danse,Clubland Vol. 5,Stromae,1/1/2009,4315.0,852637099.0,3323603337.0,0
Malas Decisiones,K23,Kenia OS,10/27/2022,2246.0,141829637.0,3326289021.0,0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,493.0,749366767.0,3341780836.0,0
Iko Iko (My Bestie),Iko Iko (feat. Small Jam),Justin Wellington,6/3/2019,1901.0,203831150.0,3345046787.0,0
Streets,Hot Pink,Doja Cat,11/7/2019,686.0,702463556.0,3347862526.0,1
Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,161.0,993324548.0,3350704343.0,0
Shut Down,BORN PINK,BLACKPINK,9/16/2022,497.0,633781726.0,3365539262.0,0
i like the way you kiss me,I like the way you kiss me,Artemas,3/19/2024,3.0,122599116.0,3369120610.0,0
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,3/22/2022,1133.0,103550086.0,3375488113.0,0
The Nights,Full Circle: The Live Anthology,Avicii,11/20/2011,1680.0,1147006109.0,3389115337.0,0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,435.0,456651608.0,3401301248.0,0
MAMIII,MAMIII,Becky G,2/10/2022,337.0,628307968.0,3410691967.0,1
Dancing in My Room,Dancing in My Room,347aidan,10/26/2020,2976.0,122687107.0,3434097182.0,1
Pump,Pump,Valentino Khan,5/26/2017,1873.0,3506898.0,3438499599.0,0
fast,Fast,Sueco,5/10/2019,3072.0,26642994.0,3451442440.0,1
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,251.0,6335989683.0,3455170110.0,0
Benjamins Deli,Benjamins Deli - Single,JRitt,10/24/2023,2389.0,637836.0,3461361475.0,0
Set Fire to the Rain,More Music 2011,Adele,1/1/2011,1518.0,959699985.0,3469644756.0,0
Mount Everest,Mount Everest,Labrinth,6/21/2019,2734.0,218832200.0,3490816416.0,1
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,3427.0,119899690.0,3499011841.0,0
Blinding Lights,Blinding Lights,The Weeknd,11/29/2019,56.0,833807130.0,3501177394.0,0
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,248.0,194928107.0,3501946982.0,1
Happiest Year,Feel Something (Deluxe),Jaymes Young,6/23/2017,4540.0,181335841.0,3526073258.0,0
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,149.0,1201600884.0,3535661993.0,0
Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,551.0,179211319.0,3549690741.0,1
Bad boy,Bad boy,Marwa Loud,1/1/2018,3639.0,526305086.0,3551204518.0,0
Boss Bitch,Boss Bitch,Doja Cat,1/23/2020,1352.0,522643821.0,3582425112.0,0
Supalonely,STELLA & STEVE,BENEE,11/15/2019,845.0,363250356.0,3587729796.0,1
A-O-K,A-O-K,Tai Verdes,5/6/2021,1982.0,12456282.0,3623326028.0,1
Sail,Back From Earth,AWOLNATION,1/1/2010,1523.0,878157246.0,3643615871.0,0
"DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - R",Cullinan,PEDRO SAMPAIO,5/13/2022,4301.0,243709.0,3650693327.0,0
Permission to Dance,Butter / Permission to Dance,BTS,7/9/2021,728.0,881072427.0,3653167411.0,0
Here With Me,Here With Me,d4vd,7/20/2022,234.0,256736243.0,3656967030.0,0
Bezos I,Inside (The Songs),Bo Burnham,6/10/2021,4050.0,76742047.0,3664416923.0,1
SNAP - High and Fast,SNAP PACK - EP,Rosa Linn,7/15/2022,4548.0,2006799.0,3723954244.0,0
Toosie Slide,Toosie Slide,Drake,4/3/2020,505.0,507137305.0,3734881670.0,1
Thot Shit,Thot Shit,Megan Thee Stallion,6/11/2021,2176.0,166781349.0,3757736116.0,1
deja vu,deja vu,Olivia Rodrigo,4/1/2021,355.0,638102695.0,3758269019.0,1
drivers license,drivers license,Olivia Rodrigo,1/8/2021,226.0,984811734.0,3781894216.0,1
Gata Only,Gata Only,FloyyMenor,2/2/2024,8.0,228382568.0,3804584163.0,1
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,2397.0,90212996.0,3829712483.0,0
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,102.0,22907992.0,3832221658.0,0
Anti-Hero,Midnights,Taylor Swift,10/21/2022,91.0,203259285.0,3864505972.0,0
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,167.0,1170441361.0,3869815694.0,1
Komang,Komang,Raim Laode,8/17/2022,1378.0,98333231.0,3870057710.0,0
Doja,Doja,Central Cee,7/21/2022,360.0,201326163.0,3919404141.0,1
Water,Water,Tyla,7/28/2023,33.0,265180930.0,3932956380.0,0
Car's Outside,YOU,James Arthur,10/18/2019,2876.0,99386903.0,3957426996.0,0
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,2/2/2021,3578.0,115229170.0,3964454629.0,1
Dream Girl,Deeper 2.0,Ir Sais,9/27/2017,2481.0,113794097.0,3983988990.0,0
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,4/7/2023,147.0,48533758.0,3985974550.0,0
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,7/13/2023,69.0,144741616.0,3998086216.0,0
